"","gene","term","estimate","statistic","p.value","lod","fdr"
"92","201951_at","sensitive",0.640613759039106,9.55541355460389,1.24907329437667e-05,3.86062900169689,0.00694094494613061
"93","225726_s_at","sensitive",0.649332935859536,9.52918845244662,1.27463082994781e-05,3.84205352088099,0.00694094494613061
"94","218319_at","sensitive",-0.71700553278097,-9.52170544171278,1.2820300114478e-05,3.83674229310752,0.00694094494613061
"95","1556794_at","sensitive",0.630855259019034,9.49268778383304,1.31117943823347e-05,3.81610029238624,0.00694094494613061
"96","202069_s_at","sensitive",-0.63549151918778,-9.48062948647665,1.32350945178573e-05,3.80750089381981,0.00694094494613061
"97","1567458_s_at","sensitive",0.777264418864755,9.47991564268898,1.32424342798353e-05,3.80699141611913,0.00694094494613061
"98","201653_at","sensitive",-0.647886396044674,-9.46737216308847,1.33721508036682e-05,3.79803172551699,0.00694094494613061
"99","226533_at","sensitive",0.98510986803968,9.46254858391202,1.34224101472309e-05,3.79458261746496,0.00694094494613061
"100","225256_at","sensitive",0.846734437504356,9.44418025423609,1.36157383955077e-05,3.78142961524136,0.00694094494613061
"101","1555906_s_at","sensitive",-0.648170981929564,-9.43528205550753,1.37105085355666e-05,3.77504721886698,0.00694094494613061
"102","1552767_a_at","sensitive",-0.848271975493952,-9.40424034045286,1.40469271572331e-05,3.7527273100705,0.00702584392010766
"103","225363_at","sensitive",-0.907155388373546,-9.37900030813106,1.4327266044605e-05,3.73451613631918,0.00704567824273246
"104","1558956_s_at","sensitive",-0.794866221267739,-9.36963688246597,1.44328479777967e-05,3.72774586083692,0.00704567824273246
"105","212322_at","sensitive",0.610499386096126,9.34419961885102,1.47240881084971e-05,3.70931389684762,0.00712424351621311
"106","224735_at","sensitive",0.648671598631389,9.29035636441439,1.53624407155751e-05,3.67010790294548,0.00734942549503951
"107","201633_s_at","sensitive",0.666604744533224,9.27026882878956,1.56084546624036e-05,3.65541439976347,0.00734942549503951
"108","1556195_a_at","sensitive",-0.598332101262801,-9.26070180195898,1.57271656683973e-05,3.64840356517483,0.00734942549503951
"109","212321_at","sensitive",0.670158766168475,9.23683039077808,1.60277870631055e-05,3.63087417259467,0.00736402737542263
"110","208002_s_at","sensitive",-0.593782492712822,-9.21641031424956,1.62900372506952e-05,3.61583813474177,0.00742214822234798
